"","param","conf_lower","conf_upper","method","estimate","species","trait"
"199","ctmin",-6.30910069449074,3.51843062172394,"residual bootstrap",-1.625,"Drosophila suzukii","juvenile development rate"
"200","ctmax",35.6039754411715,60.1646451970311,"residual bootstrap",42.433,"Drosophila suzukii","juvenile development rate"
"201","thermal_safety_margin",7.83668952531692,33.5334617677753,"residual bootstrap",15.29,"Drosophila suzukii","juvenile development rate"
"202","thermal_tolerance",37.0448541937308,59.3255372177192,"residual bootstrap",44.058,"Drosophila suzukii","juvenile development rate"
"203","breadth",5.91491032267385,8.58118155369366,"residual bootstrap",7.29,"Drosophila suzukii","juvenile development rate"
"204","r_tref",0.0302058487712458,0.0410725471667192,"residual bootstrap",0.03558257165422,"Drosophila suzukii","juvenile development rate"
"205","e",0.62924766435559,1.21750265698344,"residual bootstrap",0.804700869504415,"Drosophila suzukii","juvenile development rate"
"206","eh",1.89344095161434,7.03102752260027,"residual bootstrap",3.12604545319261,"Drosophila suzukii","juvenile development rate"
"207","rmax",0.118203809226701,0.120568978770969,"residual bootstrap",0.11893750512907,"Gastrolina depressa","juvenile development rate"
"208","topt",28.0983669989758,28.3576360969367,"residual bootstrap",28.222,"Gastrolina depressa","juvenile development rate"
"209","ctmin",-4.8792580702501,-2.51959869532425,"residual bootstrap",-3.442,"Gastrolina depressa","juvenile development rate"
"210","ctmax",40.8361172416461,44.7489552423838,"residual bootstrap",42.938,"Gastrolina depressa","juvenile development rate"
"211","thermal_safety_margin",12.4731892054657,16.6226383954849,"residual bootstrap",14.716,"Gastrolina depressa","juvenile development rate"
"212","thermal_tolerance",44.9816647967628,47.7065332598325,"residual bootstrap",46.38,"Gastrolina depressa","juvenile development rate"
"213","breadth",7.19780287489865,7.61480034487645,"residual bootstrap",7.457,"Gastrolina depressa","juvenile development rate"
"214","r_tref",0.0421492288661847,0.0446932293224225,"residual bootstrap",0.0430000933394274,"Gastrolina depressa","juvenile development rate"
"215","e",0.675040716521429,0.766594934418476,"residual bootstrap",0.718914538558751,"Gastrolina depressa","juvenile development rate"
"216","eh",2.8652913154015,3.65740968980434,"residual bootstrap",3.22206977532642,"Gastrolina depressa","juvenile development rate"
